County,id2,Population,Deaths,rate,high_rate,low_rate,post_rate_mm,post_low,post_high,post_rate_hyp,post_low_hyp,post_high_hyp,post_rate_hypypst,post_low_hypst,post_high_hypst,post_rate_hyp_pty,post_low_hyp_pty,post_high_hyp_pty,log_rate
"Escambia County, Alabama",1053,37728,0.0,0.0,0,1,1.2188611302824236e-06,1.5808662398553185e-13,4.883574590050662e-06,8.711215124214962e-07,1.7917025003477167e-16,3.8337420905173375e-06,7.720958755630926e-07,3.655731758710207e-18,3.5084430092570887e-06,7.720958755630926e-07,3.655731758710207e-18,3.5084430092570887e-06,-16.977315754707732
"Escambia County, Florida",12033,315187,180.0,5.710895436677274e-05,0,0,5.683653469316683e-05,4.843650448016363e-05,6.49521522169669e-05,5.7006720561678016e-05,4.856253307773917e-05,6.544722715397403e-05,5.6997981035786275e-05,4.869629991783404e-05,6.551588135529656e-05,5.6997981035786275e-05,4.869629991783404e-05,6.551588135529656e-05,-9.77054963456433
"Esmeralda County, Nevada",32009,790,0.0,0.0,0,1,1.6210316440388652e-05,9.688542069493279e-14,6.327127888016847e-05,1.480389424446312e-05,3.9648757803479897e-19,6.537509063168117e-05,1.3671162797371527e-05,1.428644333878138e-16,6.382761431419136e-05,1.3671162797371527e-05,1.428644333878138e-16,6.382761431419136e-05,-16.977315754707732
"Essex County, Massachusetts",25009,779018,472.0,6.058910063695576e-05,0,0,6.046237921720845e-05,5.4982386802435964e-05,6.578291892129327e-05,6.055134842107919e-05,5.505663635955282e-05,6.592422363206836e-05,6.0556118805423874e-05,5.5415415787423436e-05,6.607451646364666e-05,6.0556118805423874e-05,5.5415415787423436e-05,6.607451646364666e-05,-9.711395538541279
"Essex County, New Jersey",34013,796914,300.0,3.7645216422349215e-05,0,0,3.7575863519924435e-05,3.353586662331265e-05,4.176648669456553e-05,3.760210787883782e-05,3.3380186937223814e-05,4.1961544620944765e-05,3.7647417186372864e-05,3.335276944465275e-05,4.187408190724598e-05,3.7647417186372864e-05,3.335276944465275e-05,4.187408190724598e-05,-10.187304665645662
"Essex County, New York",36031,38102,0.0,0.0,0,1,1.170188451128029e-06,8.420337719368707e-16,4.473108102676447e-06,8.70433700064199e-07,1.2972752492005311e-17,3.7198167931286764e-06,7.783430013172436e-07,5.927015137255444e-17,3.4506488394780686e-06,7.783430013172436e-07,5.927015137255444e-17,3.4506488394780686e-06,-16.977315754707732
"Essex County, Vermont",50009,6176,0.0,0.0,0,1,5.734459456458788e-06,2.7955428476551615e-12,2.272448110820539e-05,4.60507919644387e-06,5.544256656416279e-19,1.9788423245751344e-05,3.956651856835545e-06,9.80605985752359e-16,1.7931992059904835e-05,3.956651856835545e-06,9.80605985752359e-16,1.7931992059904835e-05,-16.977315754707732
"Essex County, Virginia",51057,11123,0.0,0.0,0,1,3.6101087139096597e-06,2.481370104864267e-14,1.3694012342894823e-05,2.766264629707495e-06,1.1064341744509483e-21,1.226984713669819e-05,2.4341301725426346e-06,5.411579055766644e-19,1.1223606330981467e-05,2.4341301725426346e-06,5.411579055766644e-19,1.1223606330981467e-05,-16.977315754707732
"Estill County, Kentucky",21065,14307,0.0,0.0,0,1,2.8580297719061737e-06,5.440720242295047e-16,1.1530584919755456e-05,2.2247083204468672e-06,4.611000038275083e-16,9.68486054650613e-06,1.9787227753229537e-06,2.113779859933169e-21,9.091717400678202e-06,1.9787227753229537e-06,2.113779859933169e-21,9.091717400678202e-06,-16.977315754707732
"Etowah County, Alabama",1055,102564,33.0,3.217503217503217e-05,0,0,3.2017688505525496e-05,2.206712084354996e-05,4.331431781573018e-05,3.2105316858962494e-05,2.104335402009661e-05,4.301195665337326e-05,3.2006648536217423e-05,2.1959215898183352e-05,4.35407655755915e-05,3.2006648536217423e-05,2.1959215898183352e-05,4.35407655755915e-05,-10.344319804481584
"Eureka County, Nevada",32011,1917,0.0,0.0,0,1,1.1901097899670282e-05,1.1804273807470844e-14,4.6279929471620305e-05,1.047442036231194e-05,3.5259860147253997e-15,4.494392046565553e-05,9.068354022701591e-06,1.1865987763918426e-16,4.136590618400001e-05,9.068354022701591e-06,1.1865987763918426e-16,4.136590618400001e-05,-16.977315754707732
"Evangeline Parish, Louisiana",22039,33709,10.0,2.9665667922513276e-05,0,0,2.925980697843017e-05,1.2910565769156232e-05,4.746273879547272e-05,2.9469172364076952e-05,1.2432256795911298e-05,4.818959597923081e-05,2.926383643653694e-05,1.3337036603725237e-05,4.770470719656546e-05,2.926383643653694e-05,1.3337036603725237e-05,4.770470719656546e-05,-10.4255201430002
"Evans County, Georgia",13109,10670,0.0,0.0,0,1,3.717232259710941e-06,1.0925078666936776e-14,1.4384267065461622e-05,2.8542261393387714e-06,2.7265130548873716e-15,1.2450010520717875e-05,2.466154717870491e-06,6.686786593294614e-19,1.1373467150228126e-05,2.466154717870491e-06,6.686786593294614e-19,1.1373467150228126e-05,-16.977315754707732
"Fairbanks North Star Borough, Alaska",2090,100605,32.0,3.180756423636996e-05,0,0,3.167485691818373e-05,2.1433140423841422e-05,4.302038066279983e-05,3.169173829759272e-05,2.175550909155451e-05,4.313620636565396e-05,3.16349401514577e-05,2.0902309815914396e-05,4.276320216113293e-05,3.16349401514577e-05,2.0902309815914396e-05,4.276320216113293e-05,-10.355806427396267
"Fairfax County, Virginia",51059,1138652,560.0,4.9180961347277304e-05,0,0,4.913153680320948e-05,4.4997557721295365e-05,5.3154147558038575e-05,4.9186955197546425e-05,4.514549700835545e-05,5.3130453006796464e-05,4.916206387841344e-05,4.5185637377627174e-05,5.326637684404321e-05,4.916206387841344e-05,4.5185637377627174e-05,5.326637684404321e-05,-9.920003973842322
"Fairfax city, Virginia",51600,24164,0.0,0.0,0,1,1.7860668583553424e-06,7.14774182326326e-15,6.812744643129217e-06,1.3833775828227847e-06,2.244516598266243e-16,6.243817075722687e-06,2.848426502799767e-06,3.901033797052432e-11,9.476863518100963e-06,2.848426502799767e-06,3.901033797052432e-11,9.476863518100963e-06,-16.977315754707732
"Fairfield County, Connecticut",9001,944177,502.0,5.316799710223825e-05,0,0,5.311777260954548e-05,4.8482952308190145e-05,5.787906967777097e-05,5.311356130387834e-05,4.868484155784768e-05,5.785953898825135e-05,5.3156463310908875e-05,4.862495340701091e-05,5.796093915993195e-05,5.3156463310908875e-05,4.862495340701091e-05,5.796093915993195e-05,-9.842053900854026
"Fairfield County, Ohio",39045,152597,37.0,2.4246872481110377e-05,0,0,2.4186189922470043e-05,1.6591327758444423e-05,3.190530308684757e-05,2.425926785392754e-05,1.6654317017743986e-05,3.2112357563053744e-05,2.415397878591213e-05,1.6743908114518234e-05,3.1772906301397665e-05,2.415397878591213e-05,1.6743908114518234e-05,3.1772906301397665e-05,-10.627222918749228
"Fairfield County, South Carolina",45039,22653,0.0,0.0,0,1,1.9112203052281186e-06,2.215307185789469e-14,7.460905800989949e-06,1.4609577312692565e-06,4.6099675647490065e-18,6.4713081437698545e-06,3.053190993194756e-06,8.421160845650649e-11,1.021621015061435e-05,3.053190993194756e-06,8.421160845650649e-11,1.021621015061435e-05,-16.977315754707732
"Fall River County, South Dakota",46047,6849,0.0,0.0,0,1,5.2838147474109325e-06,1.2476108019098428e-13,2.081178518065911e-05,4.118906013171699e-06,2.2772965301858218e-17,1.84462262091116e-05,3.729540210620544e-06,4.982749277634684e-18,1.7050019527627793e-05,3.729540210620544e-06,4.982749277634684e-18,1.7050019527627793e-05,-16.977315754707732
"Fallon County, Montana",30025,3120,0.0,0.0,0,1,9.05018551172332e-06,2.19805026995607e-14,3.624412434515608e-05,7.596138031004713e-06,1.4560016966716462e-15,3.2885580495440976e-05,6.624683555120081e-06,5.246807284570016e-21,3.015529570520688e-05,6.624683555120081e-06,5.246807284570016e-21,3.015529570520688e-05,-16.977315754707732
"Falls Church city, Virginia",51610,14014,0.0,0.0,0,1,2.9812280430474767e-06,3.6371867476180034e-13,1.1767419507904405e-05,2.2225593340822403e-06,4.820870837869071e-19,9.68844861206935e-06,4.71561372383499e-06,1.1907667187352906e-12,1.546807427778903e-05,4.71561372383499e-06,1.1907667187352906e-12,1.546807427778903e-05,-16.977315754707732
"Falls County, Texas",48145,17273,0.0,0.0,0,1,2.4605634901028846e-06,4.5158822521989006e-14,9.686386645713866e-06,1.8872466195229864e-06,5.786403009248248e-16,8.071979806378823e-06,1.6128858133280486e-06,7.11605742428671e-18,7.3414697188877985e-06,1.6128858133280486e-06,7.11605742428671e-18,7.3414697188877985e-06,-16.977315754707732
"Fannin County, Georgia",13111,24900,0.0,0.0,0,1,1.7527012026693569e-06,4.2010372661603055e-14,6.8560218980887645e-06,1.3060810603777373e-06,2.6374047079946492e-20,5.554553721655264e-06,1.1775750046712877e-06,9.071111492418596e-22,5.334441763336233e-06,1.1775750046712877e-06,9.071111492418596e-22,5.334441763336233e-06,-16.977315754707732
"Fannin County, Texas",48147,34031,17.0,4.995445329258617e-05,0,0,4.839203957680647e-05,2.6579990446698053e-05,7.154297351799795e-05,4.890433927237225e-05,2.7471737228414002e-05,7.220126070824256e-05,4.891506903342675e-05,2.7646130250490443e-05,7.297634309769796e-05,4.891506903342675e-05,2.7646130250490443e-05,7.297634309769796e-05,-9.904398901837054
"Faribault County, Minnesota",27043,13935,0.0,0.0,0,1,2.992581980233615e-06,8.044140008724058e-15,1.1745221239445404e-05,2.3039153282168923e-06,1.7251917711779644e-16,9.905360126116432e-06,1.9964595973061047e-06,1.4612457582918757e-18,9.156064334231834e-06,1.9964595973061047e-06,1.4612457582918757e-18,9.156064334231834e-06,-16.977315754707732
"Faulk County, South Dakota",46049,2354,0.0,0.0,0,1,1.0871360060263006e-05,2.9207324323069484e-15,4.200812734212544e-05,9.188867412605125e-06,1.1885990573726295e-20,4.063618619698341e-05,8.0058864168309e-06,3.064822034206862e-17,3.666372889392317e-05,8.0058864168309e-06,3.064822034206862e-17,3.666372889392317e-05,-16.977315754707732
"Faulkner County, Arkansas",5045,122227,47.0,3.845304229016502e-05,0,0,3.814648403732292e-05,2.7350263612658575e-05,4.8421996849418484e-05,3.833235993485212e-05,2.7579363828852548e-05,4.935237385369149e-05,3.824375271575364e-05,2.7346773631298392e-05,4.9304032363412413e-05,3.824375271575364e-05,2.7346773631298392e-05,4.9304032363412413e-05,-10.166072741861427
"Fauquier County, Virginia",51061,69069,25.0,3.6195688369601414e-05,0,0,3.5895809266276795e-05,2.2554360200766764e-05,4.988436135024904e-05,3.594683718851719e-05,2.3202329975855687e-05,5.083652180865539e-05,3.5862484529189086e-05,2.2341847161094173e-05,5.026867737211288e-05,3.5862484529189086e-05,2.2341847161094173e-05,5.026867737211288e-05,-10.226570552038325
"Fayette County, Alabama",1057,16546,0.0,0.0,0,1,2.567059395943007e-06,8.198193060908689e-16,9.912318905463986e-06,1.9379067423074647e-06,6.286259653646414e-17,8.471969247386789e-06,1.6642119212350671e-06,3.965970553963802e-17,7.305898544400609e-06,1.6642119212350671e-06,3.965970553963802e-17,7.305898544400609e-06,-16.977315754707732
"Fayette County, Georgia",13113,111627,20.0,1.7916812240766124e-05,0,0,1.802926593790099e-05,1.043630614353072e-05,2.5649442911040754e-05,1.805310771632865e-05,1.0559929846113022e-05,2.619557966116715e-05,1.794952272118064e-05,1.0485340830002876e-05,2.6168041260198028e-05,1.794952272118064e-05,1.0485340830002876e-05,2.6168041260198028e-05,-10.929771054591603
"Fayette County, Illinois",17051,21789,0.0,0.0,0,1,1.9883768399548482e-06,1.0382110990359212e-14,7.718815666899549e-06,1.4945100385471331e-06,2.22697640571455e-16,6.6297033491630475e-06,1.3276954524906077e-06,3.629171657420857e-20,6.025375088219563e-06,1.3276954524906077e-06,3.629171657420857e-20,6.025375088219563e-06,-16.977315754707732
"Fayette County, Indiana",18041,23331,14.0,6.000600060006001e-05,0,0,5.6892572755007745e-05,2.9341466815051633e-05,8.731108428617495e-05,5.805981475467061e-05,3.0250113470010704e-05,8.87732549846364e-05,5.7831291037491784e-05,2.935121334590319e-05,8.81340500976727e-05,5.7831291037491784e-05,2.935121334590319e-05,8.81340500976727e-05,-9.72106599074184
"Fayette County, Iowa",19065,20054,15.0,7.479804527775008e-05,1,0,6.993153400138081e-05,3.821986365799139e-05,0.00010712927080307693,7.123432033583216e-05,3.722962898440384e-05,0.00010625173076221925,7.124067039813482e-05,3.752553557857673e-05,0.00010737101152691324,7.124067039813482e-05,3.752553557857673e-05,0.00010737101152691324,-9.500718805975707
"Fayette County, Kentucky",21067,318449,125.0,3.925275318810861e-05,0,0,3.912229373652187e-05,3.262209073205963e-05,4.5813128234301416e-05,3.9177484573403756e-05,3.242472336684068e-05,4.5896028818120744e-05,3.9223334060646584e-05,3.258585058564561e-05,4.6230411503236044e-05,3.9223334060646584e-05,3.258585058564561e-05,4.6230411503236044e-05,-10.145488971275931
"Fayette County, Ohio",39047,28676,0.0,0.0,0,1,1.5731645916667168e-06,4.363780334962991e-16,5.965871023526255e-06,1.1316117416655087e-06,1.1320474252808757e-16,4.936030615357847e-06,1.0278830342326844e-06,8.195468973815506e-22,4.592287446005649e-06,1.0278830342326844e-06,8.195468973815506e-22,4.592287446005649e-06,-16.977315754707732
"Fayette County, Pennsylvania",42051,132733,64.0,4.821709748141005e-05,0,0,4.782709665319863e-05,3.711258173917488e-05,6.059735503677816e-05,4.7996865233869726e-05,3.651980547247786e-05,5.954331464023354e-05,4.788212995922413e-05,3.617108476364739e-05,5.9329295342136666e-05,4.788212995922413e-05,3.617108476364739e-05,5.9329295342136666e-05,-9.93979688027449
"Fayette County, Tennessee",47047,39590,0.0,0.0,0,1,1.1498783898601868e-06,1.5388698194077983e-13,4.466152082844649e-06,8.325061127848003e-07,3.5592627864214987e-16,3.7290827619614735e-06,7.473282984307127e-07,3.606320756624462e-17,3.3896886089210184e-06,7.473282984307127e-07,3.606320756624462e-17,3.3896886089210184e-06,-16.977315754707732
"Fayette County, Texas",48149,25149,0.0,0.0,0,1,1.7624978561493765e-06,4.0709538402606345e-14,6.897346644692024e-06,1.2948196483667805e-06,5.977580588777408e-21,5.591336398026366e-06,1.1250129028619975e-06,9.15932160826555e-21,5.2511085705337705e-06,1.1250129028619975e-06,9.15932160826555e-21,5.2511085705337705e-06,-16.977315754707732
"Fayette County, West Virginia",54019,44323,16.0,3.609863953252262e-05,0,0,3.540279268811978e-05,1.9822457518973303e-05,5.3128983217736615e-05,3.569938891165146e-05,1.8690576513402466e-05,5.309862181920656e-05,3.559249485482693e-05,1.9156327966408857e-05,5.284749945055595e-05,3.559249485482693e-05,1.9156327966408857e-05,5.284749945055595e-05,-10.229255379415283
"Fentress County, Tennessee",47049,18033,10.0,5.545389009038984e-05,0,0,5.203791307280371e-05,2.245075450475296e-05,8.330008195180613e-05,5.3061420008412096e-05,2.3808584347310038e-05,8.658906855738477e-05,5.273630376810878e-05,2.2934485290289617e-05,8.554989299883795e-05,5.273630376810878e-05,2.2934485290289617e-05,8.554989299883795e-05,-9.799958691707271
"Fergus County, Montana",30027,11413,0.0,0.0,0,1,3.5069677214628914e-06,7.229101287458191e-17,1.3468818765466061e-05,2.6764325489634125e-06,1.7551676913124854e-15,1.1438979696585655e-05,2.295836854941799e-06,1.0167019949230823e-20,1.0380113387905336e-05,2.295836854941799e-06,1.0167019949230823e-20,1.0380113387905336e-05,-16.977315754707732
"Ferry County, Washington",53019,7614,0.0,0.0,0,1,4.78117752838245e-06,2.4192820535519675e-13,1.841312880064595e-05,3.850767425221027e-06,4.0761648533792015e-18,1.6249135274388624e-05,3.4328953756041446e-06,1.765897775951018e-18,1.5623543347900878e-05,3.4328953756041446e-06,1.765897775951018e-18,1.5623543347900878e-05,-16.977315754707732
"Fillmore County, Minnesota",27045,21003,0.0,0.0,0,1,2.0396748340591984e-06,8.131601030494896e-15,8.011057042819378e-06,1.5322173365465636e-06,3.679614226371464e-16,6.621562382443719e-06,1.3527097118315178e-06,5.592289887659443e-20,6.18907676083292e-06,1.3527097118315178e-06,5.592289887659443e-20,6.18907676083292e-06,-16.977315754707732
"Fillmore County, Nebraska",31059,5720,0.0,0.0,0,1,6.072961192333396e-06,1.504006009157973e-14,2.3297787061181156e-05,4.810876388501689e-06,6.313363790185272e-18,2.1023623080845554e-05,4.3863043191881895e-06,3.730716337021633e-17,1.991637618919641e-05,4.3863043191881895e-06,3.730716337021633e-17,1.991637618919641e-05,-16.977315754707732
"Finney County, Kansas",20055,36722,12.0,3.267795871684549e-05,0,0,3.218934424177265e-05,1.502154740933859e-05,4.962511925763321e-05,3.23732762118966e-05,1.4949257616611178e-05,4.9973042613625435e-05,3.224322833223836e-05,1.568046683846812e-05,5.054769646512406e-05,3.224322833223836e-05,1.568046683846812e-05,5.054769646512406e-05,-10.328809752688178
"Fisher County, Texas",48151,3854,0.0,0.0,0,1,7.883543292119662e-06,7.51373870307084e-13,3.0830138669818224e-05,6.564453683778236e-06,1.0205823472992494e-15,2.9571173904185244e-05,5.748198375902053e-06,1.2539684546709103e-19,2.6535592638385082e-05,5.748198375902053e-06,1.2539684546709103e-19,2.6535592638385082e-05,-16.977315754707732
"Flagler County, Florida",12035,108310,63.0,5.816637429600222e-05,0,0,5.755226143354375e-05,4.332889781741396e-05,7.152498706709569e-05,5.7795181436433516e-05,4.435684679830379e-05,7.186256326624225e-05,5.774612277797692e-05,4.391357956770954e-05,7.224540272439615e-05,5.774612277797692e-05,4.391357956770954e-05,7.224540272439615e-05,-9.752203131432296
"Flathead County, Montana",30029,98082,49.0,4.9958198242287066e-05,0,0,4.934551439737851e-05,3.604307680345515e-05,6.309551069794904e-05,4.953719851529281e-05,3.561464550159945e-05,6.30508089081429e-05,4.949343536451892e-05,3.5724041435198214e-05,6.284821808238405e-05,4.949343536451892e-05,3.5724041435198214e-05,6.284821808238405e-05,-9.904323937362681
"Fleming County, Kentucky",21069,14507,0.0,0.0,0,1,2.8556716278901864e-06,1.3716188086854854e-13,1.1087288519266047e-05,2.194215170737484e-06,1.1603243670630955e-16,9.247542244428978e-06,1.911495030388255e-06,8.008101040913496e-19,8.73843321830295e-06,1.911495030388255e-06,8.008101040913496e-19,8.73843321830295e-06,-16.977315754707732
"Florence County, South Carolina",45041,138742,25.0,1.8019056954635223e-05,0,0,1.8110550339293757e-05,1.1343510445069393e-05,2.5317483140938635e-05,1.8076004081132775e-05,1.1295851200104267e-05,2.4999194437612233e-05,1.8002351063334244e-05,1.1446155342794594e-05,2.5304515620277503e-05,1.8002351063334244e-05,1.1446155342794594e-05,2.5304515620277503e-05,-10.924080640414601
"Florence County, Wisconsin",55037,4456,0.0,0.0,0,1,7.247845618940795e-06,8.046923094785334e-12,2.750762702596207e-05,6.000174569347141e-06,9.293536440508046e-16,2.6004003938776257e-05,5.28441888276517e-06,1.2584966089221598e-19,2.4313660545396432e-05,5.28441888276517e-06,1.2584966089221598e-19,2.4313660545396432e-05,-16.977315754707732
"Floyd County, Georgia",13115,96560,31.0,3.2104391052195525e-05,0,0,3.196180863204348e-05,2.104562232977768e-05,4.3395789058942053e-05,3.199318439507868e-05,2.1115513377111482e-05,4.389631076786551e-05,3.192315243766574e-05,2.0810842466717613e-05,4.2802431558827866e-05,3.192315243766574e-05,2.0810842466717613e-05,4.2802431558827866e-05,-10.346517744280312
"Floyd County, Indiana",18043,76990,25.0,3.247174957786725e-05,0,0,3.220180946408306e-05,2.0070332848615673e-05,4.4576074277389925e-05,3.238739669465544e-05,2.0484303291681706e-05,4.5609900278277406e-05,3.2214432725701084e-05,2.0387958691675585e-05,4.482550001995953e-05,3.2214432725701084e-05,2.0387958691675585e-05,4.482550001995953e-05,-10.33514009039794
"Floyd County, Iowa",19067,15873,0.0,0.0,0,1,2.6272347430055946e-06,1.716311838910976e-14,1.02070480738977e-05,1.9715580675485935e-06,9.234683073414946e-20,8.763969310481258e-06,1.775761903870801e-06,1.652961410642537e-17,8.183630736463217e-06,1.775761903870801e-06,1.652961410642537e-17,8.183630736463217e-06,-16.977315754707732
"Floyd County, Kentucky",21071,37110,0.0,0.0,0,1,1.2126547057614485e-06,1.6099003528123128e-16,4.772391757687607e-06,8.894324900449859e-07,3.602601616156175e-18,3.917159709614565e-06,8.192115933066228e-07,2.435439215155941e-22,3.6991227219804555e-06,8.192115933066228e-07,2.435439215155941e-22,3.6991227219804555e-06,-16.977315754707732
"Floyd County, Texas",48153,5917,0.0,0.0,0,1,6.0552753702632296e-06,8.480140684771834e-17,2.3949426453561582e-05,4.718576696821309e-06,4.753896838810447e-16,2.107203210746924e-05,4.151181526222781e-06,4.3070323190274554e-17,1.8979848611308485e-05,4.151181526222781e-06,4.3070323190274554e-17,1.8979848611308485e-05,-16.977315754707732
"Floyd County, Virginia",51063,15731,0.0,0.0,0,1,2.6990247169280552e-06,8.711769627536187e-13,1.0439457811566991e-05,2.058990536254701e-06,1.1184254241486525e-22,9.1875397283067e-06,1.808375121947637e-06,8.142292294054959e-18,8.192586615177148e-06,1.808375121947637e-06,8.142292294054959e-18,8.192586615177148e-06,-16.977315754707732
"Fluvanna County, Virginia",51065,26271,0.0,0.0,0,1,1.7047438189728939e-06,9.686591721449913e-15,6.68027763907005e-06,1.2496097225123893e-06,2.0269187950311873e-18,5.6149527285463905e-06,1.0790604043884598e-06,3.9072888727468186e-22,4.946202311840075e-06,1.0790604043884598e-06,3.9072888727468186e-22,4.946202311840075e-06,-16.977315754707732
"Foard County, Texas",48155,1183,0.0,0.0,0,1,1.4346375592759783e-05,5.246591427814495e-13,5.6347011381167365e-05,1.2938216765258784e-05,1.2098537443102588e-16,5.723189550010472e-05,1.1505581097756654e-05,7.571825808391302e-18,5.18981016898588e-05,1.1505581097756654e-05,7.571825808391302e-18,5.18981016898588e-05,-16.977315754707732
"Fond du Lac County, Wisconsin",55039,102144,36.0,3.524436090225564e-05,0,0,3.499734523881848e-05,2.4206977226041107e-05,4.668472091061779e-05,3.507394608994796e-05,2.392060071880868e-05,4.638964059972195e-05,3.504194470001073e-05,2.4336113966605937e-05,4.6588086346380785e-05,3.504194470001073e-05,2.4336113966605937e-05,4.6588086346380785e-05,-10.253205015907362
"Ford County, Illinois",17053,13575,0.0,0.0,0,1,3.0603795589916775e-06,2.1375797449487334e-13,1.2209420781061205e-05,2.305956053546138e-06,8.654892507546145e-16,1.00172404172873e-05,1.9983915637869925e-06,3.4811920150599645e-18,9.228317301233564e-06,1.9983915637869925e-06,3.4811920150599645e-18,9.228317301233564e-06,-16.977315754707732
"Ford County, Kansas",20057,33971,13.0,3.826793441464779e-05,0,0,3.7278830436071774e-05,1.960390379021066e-05,5.822377648997709e-05,3.773391780912191e-05,1.8656888780394224e-05,5.8465731241812385e-05,3.755845836451755e-05,1.957568863018498e-05,5.907210924233321e-05,3.755845836451755e-05,1.957568863018498e-05,5.907210924233321e-05,-10.170898233993038
"Forest County, Pennsylvania",42053,7321,0.0,0.0,0,1,5.100137730365637e-06,2.275425251917737e-12,2.041030852955088e-05,3.9701914518162316e-06,2.849282927371881e-16,1.6774763435407938e-05,3.492529737145742e-06,1.404521903907e-17,1.5991740193606515e-05,3.492529737145742e-06,1.404521903907e-17,1.5991740193606515e-05,-16.977315754707732
"Forest County, Wisconsin",55041,9064,0.0,0.0,0,1,4.314482727245711e-06,3.855484502178688e-14,1.6852099180106823e-05,3.302993539854413e-06,8.198990026614835e-16,1.4358029377972591e-05,2.958794734219013e-06,4.089242836159963e-18,1.3442302462753829e-05,2.958794734219013e-06,4.089242836159963e-18,1.3442302462753829e-05,-16.977315754707732
"Forrest County, Mississippi",28035,75979,16.0,2.105845036128404e-05,0,0,2.1132922940283058e-05,1.206576947942259e-05,3.1652196648722745e-05,2.110627108981498e-05,1.1397867273901168e-05,3.170204147657622e-05,2.1044850274899267e-05,1.1359390190213198e-05,3.176458964319138e-05,2.1044850274899267e-05,1.1359390190213198e-05,3.176458964319138e-05,-10.768208636051018
"Forsyth County, Georgia",13117,221009,56.0,2.533833463795592e-05,0,0,2.5321826940340064e-05,1.8957072806473796e-05,3.219055586279226e-05,2.5330642293192878e-05,1.887603284162724e-05,3.172716220537209e-05,2.529748957826813e-05,1.903116056199113e-05,3.1750842412965014e-05,2.529748957826813e-05,1.903116056199113e-05,3.1750842412965014e-05,-10.583192105911488
"Forsyth County, North Carolina",37067,371511,179.0,4.818161508003801e-05,0,0,4.802314522764228e-05,4.129052008018595e-05,5.524347724212315e-05,4.8064482553826764e-05,4.110607671481523e-05,5.495683290210635e-05,4.814801475023702e-05,4.0954370052460525e-05,5.498906545925305e-05,4.814801475023702e-05,4.0954370052460525e-05,5.498906545925305e-05,-9.940533039545327
"Fort Bend County, Texas",48157,741237,156.0,2.1045900299094623e-05,0,0,2.1045061202255787e-05,1.792707855518721e-05,2.443706566421725e-05,2.1076077577987616e-05,1.784002342839576e-05,2.4429578833679524e-05,2.1105353733543036e-05,1.788562357795776e-05,2.4437344986007094e-05,2.1105353733543036e-05,1.788562357795776e-05,2.4437344986007094e-05,-10.768804776942124
"Foster County, North Dakota",38031,3303,0.0,0.0,0,1,8.805397908014958e-06,1.9904408704193046e-12,3.4026213216257424e-05,7.4197828698197535e-06,2.502516940351902e-17,3.27975173608919e-05,6.278571616502952e-06,2.541030687448944e-16,2.831064294075141e-05,6.278571616502952e-06,2.541030687448944e-16,2.831064294075141e-05,-16.977315754707732
"Fountain County, Indiana",18045,16486,0.0,0.0,0,1,2.560438922534116e-06,1.399113061410921e-14,9.96101998350921e-06,1.9096180992842956e-06,1.2242348086577964e-18,8.210885721507535e-06,1.7041995285723646e-06,3.614565247887789e-16,7.71950164398707e-06,1.7041995285723646e-06,3.614565247887789e-16,7.71950164398707e-06,-16.977315754707732
"Franklin County, Alabama",1059,31628,0.0,0.0,0,1,1.4233220910700756e-06,1.0942770176593858e-15,5.605058676030333e-06,1.0345960889108978e-06,4.028139549783654e-17,4.440249712456997e-06,8.89248560250627e-07,3.7018307257051276e-17,4.0785385654080725e-06,8.89248560250627e-07,3.7018307257051276e-17,4.0785385654080725e-06,-16.977315754707732
"Franklin County, Arkansas",5047,17626,14.0,7.942811755361398e-05,1,0,7.324723095132837e-05,3.881401184660393e-05,0.00011085737682628143,7.498135577133213e-05,4.0115612694106263e-05,0.00011441469266105494,7.490423793865889e-05,3.722803486345945e-05,0.0001123743663700403,7.490423793865889e-05,3.722803486345945e-05,0.0001123743663700403,-9.440658127038393
"Franklin County, Florida",12037,11901,0.0,0.0,0,1,3.450767085006912e-06,2.1255828317864332e-14,1.3672666679995445e-05,2.6131895893190613e-06,4.198969680406455e-24,1.1167952786813109e-05,2.227092622830305e-06,2.152655001349347e-20,1.0038103705689787e-05,2.227092622830305e-06,2.152655001349347e-20,1.0038103705689787e-05,-16.977315754707732
"Franklin County, Georgia",13119,22320,0.0,0.0,0,1,1.9336606898276586e-06,1.2469397416141803e-13,7.491984740779304e-06,1.4295440235577705e-06,3.6337898901410485e-17,6.225905109856743e-06,1.3298469824620274e-06,5.619509104954469e-18,6.153951956819904e-06,1.3298469824620274e-06,5.619509104954469e-18,6.153951956819904e-06,-16.977315754707732
"Franklin County, Idaho",16041,13406,0.0,0.0,0,1,3.0420608757203927e-06,3.109685162332605e-13,1.197789986251816e-05,2.3636204142343294e-06,9.361419626108786e-17,1.0346618030790831e-05,2.0265631933769762e-06,1.4066445779927973e-18,9.177549316282354e-06,2.0265631933769762e-06,1.4066445779927973e-18,9.177549316282354e-06,-16.977315754707732
"Franklin County, Illinois",17055,39156,17.0,4.3416079272652975e-05,0,0,4.228589932339056e-05,2.3157657495814523e-05,6.213892869917649e-05,4.2935759254838086e-05,2.367639392978217e-05,6.429382252991801e-05,4.259904571018028e-05,2.3749783834184197e-05,6.262860797583763e-05,4.259904571018028e-05,2.3749783834184197e-05,6.262860797583763e-05,-10.044680695319151
